Model,Dataset,ECE,ACE,Accuracy
ViT-g-14_laion2b_s34b_b88k,sun397,0.11261697113513947,0.11261097341775894,0.7393177415390908
ViT-g-14_laion2b_s34b_b88k,svhn,0.06452237814664841,0.06453726440668106,0.5749741961492353
ViT-g-14_laion2b_s34b_b88k,voc2007,0.11162671446800232,0.11166783422231674,0.836231698316762
RN50x4_openai,cars,0.041732873767614365,0.041737642139196396,0.6705060306030344
RN50x4_openai,cifar100,0.09819867461919785,0.09828583151102066,0.4984
RN50x4_openai,clevr_closest_object_distance,0.4409771263599396,0.44097718596458435,0.17143945110585146
RN50x4_openai,clevr_count_all,0.03743993490934372,0.050022024661302567,0.2082133961305281
RN50x4_openai,country211,0.05673965811729431,0.056739069521427155,0.2036018957345972
RN50x4_openai,diabetic_retinopathy,0.04220035299658775,0.04839847609400749,0.20349040272296498
RN50x4_openai,dmlab,0.2197398841381073,0.21963195502758026,0.16483638006072848
RN50x4_openai,dtd,0.03367164358496666,0.034278035163879395,0.4845744680851065
RN50x4_openai,eurosat,0.12604238092899323,0.1283608078956604,0.32496720354742104
RN50x4_openai,fer2013,0.15770408511161804,0.1575452834367752,0.21940198289288357
RN50x4_openai,flowers,0.027534378692507744,0.030402008444070816,0.6682013326705958
RN50x4_openai,gtsrb,0.10544954985380173,0.10762915015220642,0.30775656863826734
RN50x4_openai,kitti_closest_vehicle_distance,0.5515027046203613,0.5450717806816101,0.3018867924528302
RN50x4_openai,mnist,0.2281666249036789,0.22926360368728638,0.4895917485872177
RN50x4_openai,pcam,0.02765975147485733,0.027611371129751205,0.5666590212519915
RN50x4_openai,pets,0.04074622690677643,0.03656092658638954,0.8854940880549425
RN50x4_openai,renderedsst2,0.035338710993528366,0.03801089897751808,0.6716443025881536
RN50x4_openai,resisc45,0.06362313777208328,0.06344141811132431,0.5948392410853345
RN50x4_openai,stl10,0.032367732375860214,0.032387085258960724,0.9658749999999999
RN50x4_openai,sun397,0.04228753596544266,0.04321129992604256,0.6243064107909283
RN50x4_openai,svhn,0.14904050529003143,0.14912782609462738,0.36177137628139416
RN50x4_openai,voc2007,0.10814449936151505,0.10783381760120392,0.7471625551727332
convnext_base_w_laion_aesthetic_s13b_b82k,cars,0.010322386398911476,0.008488199673593044,0.8676817233234138
convnext_base_w_laion_aesthetic_s13b_b82k,cifar100,0.13506697118282318,0.13522735238075256,0.6134000000000001
convnext_base_w_laion_aesthetic_s13b_b82k,clevr_closest_object_distance,0.28271231055259705,0.2825898230075836,0.16979497900619303
convnext_base_w_laion_aesthetic_s13b_b82k,clevr_count_all,0.16280952095985413,0.16280953586101532,0.29677111826996205
convnext_base_w_laion_aesthetic_s13b_b82k,country211,0.21795904636383057,0.2179875373840332,0.22279620853080567
convnext_base_w_laion_aesthetic_s13b_b82k,diabetic_retinopathy,0.06266463547945023,0.06256334483623505,0.24229612073780213
convnext_base_w_laion_aesthetic_s13b_b82k,dmlab,0.31108561158180237,0.3109288811683655,0.1630671509855588
convnext_base_w_laion_aesthetic_s13b_b82k,dtd,0.10575176030397415,0.10185154527425766,0.6212765957446809
convnext_base_w_laion_aesthetic_s13b_b82k,eurosat,0.07947029918432236,0.07947028428316116,0.5023331980818024
convnext_base_w_laion_aesthetic_s13b_b82k,fer2013,0.3749704658985138,0.3748587667942047,0.2737327083689403
convnext_base_w_laion_aesthetic_s13b_b82k,flowers,0.0494837649166584,0.052597127854824066,0.7128283269606448
convnext_base_w_laion_aesthetic_s13b_b82k,gtsrb,0.10335060954093933,0.10361375659704208,0.3582715236678836
convnext_base_w_laion_aesthetic_s13b_b82k,kitti_closest_vehicle_distance,0.25475260615348816,0.2507384419441223,0.34891687430914237
convnext_base_w_laion_aesthetic_s13b_b82k,mnist,0.07310456037521362,0.07300745695829391,0.662356851053838
convnext_base_w_laion_aesthetic_s13b_b82k,pcam,0.02995968796312809,0.029955079779028893,0.546882056807059
convnext_base_w_laion_aesthetic_s13b_b82k,pets,0.017849810421466827,0.01608579233288765,0.9188250662005027
convnext_base_w_laion_aesthetic_s13b_b82k,renderedsst2,0.16657458245754242,0.170645609498024,0.5570573504718893
convnext_base_w_laion_aesthetic_s13b_b82k,resisc45,0.0787571370601654,0.07795237749814987,0.6510685049617362
convnext_base_w_laion_aesthetic_s13b_b82k,stl10,0.009507883340120316,0.007616035174578428,0.9709999999999999
convnext_base_w_laion_aesthetic_s13b_b82k,sun397,0.08353264629840851,0.0834629014134407,0.7121306162063404
convnext_base_w_laion_aesthetic_s13b_b82k,svhn,0.11733818054199219,0.11734342575073242,0.21443387835522051
convnext_base_w_laion_aesthetic_s13b_b82k,voc2007,0.12294884026050568,0.12252042442560196,0.7495135467666094
BEIT3_retrieval_base_coco,cars,0.058188360184431076,0.05817297846078873,0.7163277749796536
BEIT3_retrieval_base_coco,cifar100,0.027619944885373116,0.027124440297484398,0.6512
BEIT3_retrieval_base_coco,clevr_closest_object_distance,0.2635793685913086,0.26357942819595337,0.1772955045984355
BEIT3_retrieval_base_coco,clevr_count_all,0.07989884167909622,0.07827562838792801,0.2991890139982893
BEIT3_retrieval_base_coco,country211,0.14558686316013336,0.1455400437116623,0.12985781990521328
BEIT3_retrieval_base_coco,diabetic_retinopathy,0.3743100166320801,0.374288409948349,0.21650014611493776
BEIT3_retrieval_base_coco,dmlab,0.3175044059753418,0.3173612356185913,0.19583783667489194
BEIT3_retrieval_base_coco,dtd,0.0395817868411541,0.03802900016307831,0.5702127659574469
BEIT3_retrieval_base_coco,eurosat,0.07514802366495132,0.07627256959676743,0.4053540599281161
BEIT3_retrieval_base_coco,fer2013,0.19076986610889435,0.1907471865415573,0.22689693664088634
BEIT3_retrieval_base_coco,flowers,0.03276457637548447,0.03404120355844498,0.5368910249289071
BEIT3_retrieval_base_coco,gtsrb,0.1269640028476715,0.12578535079956055,0.32424135299034185
BEIT3_retrieval_base_coco,kitti_closest_vehicle_distance,0.1407914161682129,0.1523793339729309,0.3895829233859519
BEIT3_retrieval_base_coco,mnist,0.022415075451135635,0.022641496732831,0.6556955275828018
BEIT3_retrieval_base_coco,pcam,0.25232258439064026,0.2523649334907532,0.5014673995670027
BEIT3_retrieval_base_coco,pets,0.03329400345683098,0.033372361212968826,0.8600254316833555
BEIT3_retrieval_base_coco,renderedsst2,0.20862281322479248,0.20800215005874634,0.510445616930114
BEIT3_retrieval_base_coco,resisc45,0.09045382589101791,0.08994380384683609,0.55884013547471
BEIT3_retrieval_base_coco,stl10,0.016771521419286728,0.015740998089313507,0.9623750000000001
BEIT3_retrieval_base_coco,sun397,0.022540142759680748,0.022349761798977852,0.6660872137362096
BEIT3_retrieval_base_coco,svhn,0.0989912748336792,0.09900341182947159,0.3039580557141285
BEIT3_retrieval_base_coco,voc2007,0.02103985846042633,0.019600145518779755,0.863420400773846
RN50_openai,cars,0.04764137789607048,0.047608133405447006,0.5450194073504455
RN50_openai,cifar100,0.09919080883264542,0.0988990068435669,0.41950000000000004
RN50_openai,clevr_closest_object_distance,0.026194730773568153,0.024344714358448982,0.24678521519080876
RN50_openai,clevr_count_all,0.06705410778522491,0.06705411523580551,0.18787817410643992
RN50_openai,country211,0.039505958557128906,0.0394175760447979,0.15412322274881518
RN50_openai,diabetic_retinopathy,0.10025060176849365,0.09934159368276596,0.1722800275583036
RN50_openai,dmlab,0.15645956993103027,0.15638944506645203,0.1716832502297645
RN50_openai,dtd,0.034725286066532135,0.03930334374308586,0.4122340425531914
RN50_openai,eurosat,0.0538826659321785,0.05644723027944565,0.40857640718012284
RN50_openai,fer2013,0.09432664513587952,0.094120554625988,0.2202380572190182
RN50_openai,flowers,0.05409514158964157,0.05524946749210358,0.651710682047652
RN50_openai,gtsrb,0.11852819472551346,0.11852822452783585,0.25725202712690076
RN50_openai,kitti_closest_vehicle_distance,0.3735206425189972,0.3694562315940857,0.227215203638748
RN50_openai,mnist,0.30208733677864075,0.3020874261856079,0.5699377597660955
RN50_openai,pcam,0.0244922898709774,0.024731608107686043,0.602094313139548
RN50_openai,pets,0.07021486014127731,0.07024870067834854,0.8554261656835668
RN50_openai,renderedsst2,0.06241853907704353,0.06374387443065643,0.5652737971165538
RN50_openai,resisc45,0.09386517107486725,0.09386517107486725,0.5374126201991651
RN50_openai,stl10,0.028190817683935165,0.02765955589711666,0.9418749999999999
RN50_openai,sun397,0.06751416623592377,0.06751653552055359,0.5960668623273133
RN50_openai,svhn,0.11578818410634995,0.11571037024259567,0.23822174285002795
RN50_openai,voc2007,0.08863561600446701,0.08790107816457748,0.7265236626663761
ViT-B-32_laion400m_e31,cars,0.030088765546679497,0.029474355280399323,0.7467207841458683
ViT-B-32_laion400m_e31,cifar100,0.07283206284046173,0.07219788432121277,0.6832
ViT-B-32_laion400m_e31,clevr_closest_object_distance,0.7218654155731201,0.7218647599220276,0.17044656514560197
ViT-B-32_laion400m_e31,clevr_count_all,0.3417482078075409,0.34171923995018005,0.15355244674061286
ViT-B-32_laion400m_e31,country211,0.2273109406232834,0.22725486755371094,0.13554502369668248
ViT-B-32_laion400m_e31,diabetic_retinopathy,0.09621064364910126,0.10498232394456863,0.2492181426740518
ViT-B-32_laion400m_e31,dmlab,0.3684157431125641,0.3682534098625183,0.1689551117851247
ViT-B-32_laion400m_e31,dtd,0.10493409633636475,0.10489688068628311,0.5218085106382978
ViT-B-32_laion400m_e31,eurosat,0.05589767545461655,0.05202345922589302,0.4961544190870913
ViT-B-32_laion400m_e31,fer2013,0.2977985739707947,0.29756417870521545,0.20099496335496575
ViT-B-32_laion400m_e31,flowers,0.03939475119113922,0.04189669340848923,0.6287378560841114
ViT-B-32_laion400m_e31,gtsrb,0.13016963005065918,0.1304822713136673,0.35653588583644197
ViT-B-32_laion400m_e31,kitti_closest_vehicle_distance,0.5058684945106506,0.5037529468536377,0.270276863466722
ViT-B-32_laion400m_e31,mnist,0.08049646019935608,0.0943104550242424,0.40617705434650686
ViT-B-32_laion400m_e31,pcam,0.10391508787870407,0.10390470921993256,0.5166705933096225
ViT-B-32_laion400m_e31,pets,0.03398275747895241,0.033209651708602905,0.8530084668806516
ViT-B-32_laion400m_e31,renderedsst2,0.2647855579853058,0.2633187174797058,0.517227216142667
ViT-B-32_laion400m_e31,resisc45,0.0728750228881836,0.0728750228881836,0.5693574619612969
ViT-B-32_laion400m_e31,stl10,0.0211164690554142,0.02074170857667923,0.9492500000000001
ViT-B-32_laion400m_e31,sun397,0.07431574910879135,0.07431785017251968,0.6359701632006913
ViT-B-32_laion400m_e31,svhn,0.08379528671503067,0.08241154253482819,0.20422247256688514
ViT-B-32_laion400m_e31,voc2007,0.1099252998828888,0.10996059328317642,0.7582944800245623
ViT-B-32-quickgelu_laion400m_e32,cars,0.014119649305939674,0.013953173533082008,0.7943058133406301
ViT-B-32-quickgelu_laion400m_e32,cifar100,0.11298616230487823,0.11305258423089981,0.706
ViT-B-32-quickgelu_laion400m_e32,clevr_closest_object_distance,0.799360454082489,0.7993605136871338,0.1668695672223375
ViT-B-32-quickgelu_laion400m_e32,clevr_count_all,0.3509906530380249,0.3509906530380249,0.173780546516658
ViT-B-32-quickgelu_laion400m_e32,country211,0.27928468585014343,0.27924901247024536,0.1475829383886256
ViT-B-32-quickgelu_laion400m_e32,diabetic_retinopathy,0.06603597104549408,0.0660066083073616,0.2506246683241291
ViT-B-32-quickgelu_laion400m_e32,dmlab,0.3657699525356293,0.36562126874923706,0.1575834420585815
ViT-B-32-quickgelu_laion400m_e32,dtd,0.1582229733467102,0.158584862947464,0.5446808510638298
ViT-B-32-quickgelu_laion400m_e32,eurosat,0.11820806562900543,0.11820806562900543,0.5208674753283166
ViT-B-32-quickgelu_laion400m_e32,fer2013,0.3730466663837433,0.3728941082954407,0.19869776604238973
ViT-B-32-quickgelu_laion400m_e32,flowers,0.06337867677211761,0.06713490188121796,0.6656407608642257
ViT-B-32-quickgelu_laion400m_e32,gtsrb,0.13426552712917328,0.13426552712917328,0.3894051578313458
ViT-B-32-quickgelu_laion400m_e32,kitti_closest_vehicle_distance,0.2571662366390228,0.25602462887763977,0.3556710786359416
ViT-B-32-quickgelu_laion400m_e32,mnist,0.15446268022060394,0.15243859589099884,0.36150319854625745
ViT-B-32-quickgelu_laion400m_e32,pcam,0.10353285819292068,0.10469457507133484,0.5303305126212355
ViT-B-32-quickgelu_laion400m_e32,pets,0.00962119735777378,0.008808710612356663,0.8652732964986609
ViT-B-32-quickgelu_laion400m_e32,renderedsst2,0.21607521176338196,0.22029343247413635,0.5231204041456777
ViT-B-32-quickgelu_laion400m_e32,resisc45,0.11984716355800629,0.11940217763185501,0.5753680708375234
ViT-B-32-quickgelu_laion400m_e32,stl10,0.02101753279566765,0.01889762096107006,0.9559999999999998
ViT-B-32-quickgelu_laion400m_e32,sun397,0.1111438125371933,0.11114739626646042,0.6585012455951381
ViT-B-32-quickgelu_laion400m_e32,svhn,0.16839420795440674,0.16840414702892303,0.2312097004332371
ViT-B-32-quickgelu_laion400m_e32,voc2007,0.10965800285339355,0.10906888544559479,0.7867699101072159
ViT-B-32_laion2b_s34b_b79k,cars,0.018028128892183304,0.01583772338926792,0.860777810726156
ViT-B-32_laion2b_s34b_b79k,cifar100,0.06927222013473511,0.06934328377246857,0.7580000000000001
ViT-B-32_laion2b_s34b_b79k,clevr_closest_object_distance,0.3149086534976959,0.31490862369537354,0.15467286905799293
ViT-B-32_laion2b_s34b_b79k,clevr_count_all,0.282726913690567,0.2818220853805542,0.1717024693962682
ViT-B-32_laion2b_s34b_b79k,country211,0.19194236397743225,0.19191837310791016,0.1666350710900474
ViT-B-32_laion2b_s34b_b79k,diabetic_retinopathy,0.37877631187438965,0.3787961006164551,0.19994260966819663
ViT-B-32_laion2b_s34b_b79k,dmlab,0.21529477834701538,0.21519728004932404,0.16768718541315578
ViT-B-32_laion2b_s34b_b79k,dtd,0.08249884843826294,0.08106700330972672,0.5611702127659574
ViT-B-32_laion2b_s34b_b79k,eurosat,0.07599858939647675,0.0739188939332962,0.49327675821829703
ViT-B-32_laion2b_s34b_b79k,fer2013,0.362067848443985,0.36195069551467896,0.248222539225877
ViT-B-32_laion2b_s34b_b79k,flowers,0.0349997878074646,0.039490144699811935,0.7012130818807607
ViT-B-32_laion2b_s34b_b79k,gtsrb,0.0729987695813179,0.07408925145864487,0.4327936171419488
ViT-B-32_laion2b_s34b_b79k,kitti_closest_vehicle_distance,0.3264661729335785,0.3258376717567444,0.3717221075103241
ViT-B-32_laion2b_s34b_b79k,mnist,0.163575679063797,0.1635756939649582,0.703645007368318
ViT-B-32_laion2b_s34b_b79k,pcam,0.09309124201536179,0.09311112016439438,0.5580786386350293
ViT-B-32_laion2b_s34b_b79k,pets,0.030287202447652817,0.02665255405008793,0.905109387726422
ViT-B-32_laion2b_s34b_b79k,renderedsst2,0.133218452334404,0.14449654519557953,0.5719341671009206
ViT-B-32_laion2b_s34b_b79k,resisc45,0.05827099829912186,0.058561764657497406,0.6658728137292512
ViT-B-32_laion2b_s34b_b79k,stl10,0.012895965948700905,0.01275967713445425,0.965625
ViT-B-32_laion2b_s34b_b79k,sun397,0.08401614427566528,0.08401880413293839,0.6819365363181853
ViT-B-32_laion2b_s34b_b79k,svhn,0.022345123812556267,0.023384617641568184,0.3624723352212341
ViT-B-32_laion2b_s34b_b79k,voc2007,0.09286092221736908,0.09289528429508209,0.8058552058391564
ViT-L-14-336_openai,cars,0.05562739446759224,0.05548618733882904,0.7936816692240163
ViT-L-14-336_openai,cifar100,0.0950910896062851,0.09558102488517761,0.7704000000000001
ViT-L-14-336_openai,clevr_closest_object_distance,0.1616525501012802,0.16165253520011902,0.17807243369098022
ViT-L-14-336_openai,clevr_count_all,0.23316903412342072,0.2302411049604416,0.19707074312463996
ViT-L-14-336_openai,country211,0.06874573975801468,0.06876275688409805,0.3445971563981042
ViT-L-14-336_openai,diabetic_retinopathy,0.3129282593727112,0.3127965033054352,0.2109235079665635
ViT-L-14-336_openai,dmlab,0.2402176409959793,0.24012693762779236,0.17337626659475383
ViT-L-14-336_openai,dtd,0.04361575469374657,0.044627200812101364,0.5638297872340424
ViT-L-14-336_openai,eurosat,0.03577948734164238,0.0367358922958374,0.636707661602125
ViT-L-14-336_openai,fer2013,0.17773987352848053,0.1775871217250824,0.28702656668561455
ViT-L-14-336_openai,flowers,0.02830328606069088,0.021125635132193565,0.7794655308515758
ViT-L-14-336_openai,gtsrb,0.19710294902324677,0.19710296392440796,0.4531961372803132
ViT-L-14-336_openai,kitti_closest_vehicle_distance,0.2674548029899597,0.2644096910953522,0.39632748913446847
ViT-L-14-336_openai,mnist,0.3304539918899536,0.3304539620876312,0.7987956693374823
ViT-L-14-336_openai,pcam,0.12113906443119049,0.12279454618692398,0.4865641345889963
ViT-L-14-336_openai,pets,0.031814996153116226,0.031187629327178,0.937952737205356
ViT-L-14-336_openai,renderedsst2,0.05664314329624176,0.055846355855464935,0.7057386659718603
ViT-L-14-336_openai,resisc45,0.03500436618924141,0.03500434011220932,0.7206280714697502
ViT-L-14-336_openai,stl10,0.02507014200091362,0.025085432454943657,0.9942500000000001
ViT-L-14-336_openai,sun397,0.0337115116417408,0.03384856507182121,0.6887560148517745
ViT-L-14-336_openai,svhn,0.1573472023010254,0.1573462337255478,0.563835270003538
ViT-L-14-336_openai,voc2007,0.058181360363960266,0.05789535865187645,0.85861124880306
ViT-B-32_laion400m_e32,cars,0.031001942232251167,0.03146719932556152,0.7494117788455317
ViT-B-32_laion400m_e32,cifar100,0.07399594038724899,0.07383615523576736,0.6834999999999998
ViT-B-32_laion400m_e32,clevr_closest_object_distance,0.7324439287185669,0.7324439287185669,0.16997851045467946
ViT-B-32_laion400m_e32,clevr_count_all,0.3476582467556,0.3476300835609436,0.1517245620514578
ViT-B-32_laion400m_e32,country211,0.23187391459941864,0.23181752860546112,0.13511848341232227
ViT-B-32_laion400m_e32,diabetic_retinopathy,0.10212929546833038,0.11065561324357986,0.2513979966375682
ViT-B-32_laion400m_e32,dmlab,0.3777836561203003,0.3776179552078247,0.17025793397777741
ViT-B-32_laion400m_e32,dtd,0.11171238869428635,0.11171276122331619,0.522340425531915
ViT-B-32_laion400m_e32,eurosat,0.05223764106631279,0.054043468087911606,0.4999942805085203
ViT-B-32_laion400m_e32,fer2013,0.2982647120952606,0.2981548309326172,0.20224522186368812
ViT-B-32_laion400m_e32,flowers,0.037179529666900635,0.03783486783504486,0.6343408081939957
ViT-B-32_laion400m_e32,gtsrb,0.13110142946243286,0.13156817853450775,0.35802812086052727
ViT-B-32_laion400m_e32,kitti_closest_vehicle_distance,0.5102072954177856,0.5090664029121399,0.2711201534314742
ViT-B-32_laion400m_e32,mnist,0.08238127082586288,0.09052494168281555,0.39810231334003243
ViT-B-32_laion400m_e32,pcam,0.10920973122119904,0.10920122265815735,0.5159117086964612
ViT-B-32_laion400m_e32,pets,0.029977552592754364,0.02960360422730446,0.8516052141707848
ViT-B-32_laion400m_e32,renderedsst2,0.26245880126953125,0.2615292966365814,0.5210794105726362
ViT-B-32_laion400m_e32,resisc45,0.07546793669462204,0.07546793669462204,0.5700177677909609
ViT-B-32_laion400m_e32,stl10,0.0211394764482975,0.020749565213918686,0.9497500000000001
ViT-B-32_laion400m_e32,sun397,0.07714884728193283,0.0771510899066925,0.6360781749655057
ViT-B-32_laion400m_e32,svhn,0.08494093269109726,0.08374304324388504,0.20366940474883694
ViT-B-32_laion400m_e32,voc2007,0.11119720339775085,0.11122051626443863,0.7604503614719832
ViT-L-14_openai,cars,0.04327346384525299,0.042449288070201874,0.7769621952310789
ViT-L-14_openai,cifar100,0.09412046521902084,0.09448336064815521,0.7828
ViT-L-14_openai,clevr_closest_object_distance,0.2836288511753082,0.2836288511753082,0.16986927339432048
ViT-L-14_openai,clevr_count_all,0.2645552456378937,0.26205161213874817,0.18564191960568027
ViT-L-14_openai,country211,0.07738425582647324,0.07739415019750595,0.3186255924170617
ViT-L-14_openai,diabetic_retinopathy,0.3288050889968872,0.32856661081314087,0.21846117632941137
ViT-L-14_openai,dmlab,0.24493558704853058,0.24483497440814972,0.17957490428560682
ViT-L-14_openai,dtd,0.05157463252544403,0.056337494403123856,0.553191489361702
ViT-L-14_openai,eurosat,0.022606786340475082,0.02142604999244213,0.6145714903909493
ViT-L-14_openai,fer2013,0.18021878600120544,0.18009352684020996,0.30115498266026836
ViT-L-14_openai,flowers,0.0362272784113884,0.03328715264797211,0.7871697089728832
ViT-L-14_openai,gtsrb,0.1733284592628479,0.1733284592628479,0.4380912434474113
ViT-L-14_openai,kitti_closest_vehicle_distance,0.3600713610649109,0.3560653030872345,0.37138771012967325
ViT-L-14_openai,mnist,0.2842175364494324,0.28514373302459717,0.7645206248669293
ViT-L-14_openai,pcam,0.23447923362255096,0.2344590276479721,0.5083414312777301
ViT-L-14_openai,pets,0.02708430215716362,0.02493155375123024,0.9358177584821196
ViT-L-14_openai,renderedsst2,0.045662201941013336,0.04873323813080788,0.6894052892131318
ViT-L-14_openai,resisc45,0.02932704985141754,0.027796197682619095,0.7065342637334192
ViT-L-14_openai,stl10,0.023373493924736977,0.022867199033498764,0.9936250000000001
ViT-L-14_openai,sun397,0.03441433608531952,0.03433232754468918,0.6800548680627013
ViT-L-14_openai,svhn,0.16889801621437073,0.16890138387680054,0.5885160020314395
ViT-L-14_openai,voc2007,0.057025641202926636,0.05640667676925659,0.8600051397581838
BLIP_retrieval_base_f30k,cars,0.02288673259317875,0.020121430978178978,0.5502019544383687
BLIP_retrieval_base_f30k,cifar100,0.1619584709405899,0.16210167109966278,0.5939000000000001
BLIP_retrieval_base_f30k,clevr_closest_object_distance,0.4107927978038788,0.4107927978038788,0.21482797273155918
BLIP_retrieval_base_f30k,clevr_count_all,0.14015701413154602,0.13894061744213104,0.22548177624859234
BLIP_retrieval_base_f30k,country211,0.33833324909210205,0.3381424844264984,0.05227488151658768
BLIP_retrieval_base_f30k,diabetic_retinopathy,0.19887538254261017,0.19886541366577148,0.1975033876481313
BLIP_retrieval_base_f30k,dmlab,0.34212395548820496,0.34201908111572266,0.186170525776144
BLIP_retrieval_base_f30k,dtd,0.1706646978855133,0.1710844188928604,0.4909574468085107
BLIP_retrieval_base_f30k,eurosat,0.10791929066181183,0.10791929811239243,0.4330136169267286
BLIP_retrieval_base_f30k,fer2013,0.43856820464134216,0.4384080469608307,0.19001168061800758
BLIP_retrieval_base_f30k,flowers,0.11987326294183731,0.12005637586116791,0.31693140564512645
BLIP_retrieval_base_f30k,gtsrb,0.04696866497397423,0.047599196434020996,0.3202409189600797
BLIP_retrieval_base_f30k,kitti_closest_vehicle_distance,0.5443814992904663,0.5426197052001953,0.27386139934905857
BLIP_retrieval_base_f30k,mnist,0.10037364810705185,0.10032141953706741,0.5132158642972572
BLIP_retrieval_base_f30k,pcam,0.48348408937454224,0.4835264980792999,0.500396559087304
BLIP_retrieval_base_f30k,pets,0.06944987922906876,0.07064639776945114,0.6613712249596151
BLIP_retrieval_base_f30k,renderedsst2,0.14901918172836304,0.1483180671930313,0.522217517804412
BLIP_retrieval_base_f30k,resisc45,0.16417720913887024,0.16417723894119263,0.48313963738998494
BLIP_retrieval_base_f30k,stl10,0.006435940507799387,0.005250354763120413,0.9661249999999999
BLIP_retrieval_base_f30k,sun397,0.08248639851808548,0.08234060555696487,0.53351828759805
BLIP_retrieval_base_f30k,svhn,0.01613597758114338,0.01753675565123558,0.25425307231216576
BLIP_retrieval_base_f30k,voc2007,0.10394799709320068,0.10397739708423615,0.8191923559751955
ViT-B-16_laion400m_e32,cars,0.011142495088279247,0.00942152924835682,0.8375526524546795
ViT-B-16_laion400m_e32,cifar100,0.10897707939147949,0.10908467322587967,0.7137999999999998
ViT-B-16_laion400m_e32,clevr_closest_object_distance,0.576015055179596,0.5760151147842407,0.16757761168292928
ViT-B-16_laion400m_e32,clevr_count_all,0.225467249751091,0.225467249751091,0.2956979080990104
ViT-B-16_laion400m_e32,country211,0.27340176701545715,0.27339234948158264,0.18104265402843603
ViT-B-16_laion400m_e32,diabetic_retinopathy,0.19000299274921417,0.18997421860694885,0.23293928609024112
ViT-B-16_laion400m_e32,dmlab,0.39751729369163513,0.3973768949508667,0.1716102625216802
ViT-B-16_laion400m_e32,dtd,0.20547476410865784,0.20588010549545288,0.5101063829787232
ViT-B-16_laion400m_e32,eurosat,0.13152162730693817,0.13152161240577698,0.505064285014056
ViT-B-16_laion400m_e32,fer2013,0.4109915494918823,0.41094234585762024,0.2346915802070047
ViT-B-16_laion400m_e32,flowers,0.06682069599628448,0.06774889677762985,0.6703107127348232
ViT-B-16_laion400m_e32,gtsrb,0.09043428301811218,0.09067613631486893,0.40358697923991155
ViT-B-16_laion400m_e32,kitti_closest_vehicle_distance,0.3484624922275543,0.34641551971435547,0.22440389798880364
ViT-B-16_laion400m_e32,mnist,0.179073765873909,0.1790737807750702,0.6589011901813853
ViT-B-16_laion400m_e32,pcam,0.062470290809869766,0.06189608573913574,0.6087215573614698
ViT-B-16_laion400m_e32,pets,0.013393307104706764,0.0114970151335001,0.8920120971130387
ViT-B-16_laion400m_e32,renderedsst2,0.22047823667526245,0.22021272778511047,0.5431467488854149
ViT-B-16_laion400m_e32,resisc45,0.08447522670030594,0.08378791064023972,0.6556896457200354
ViT-B-16_laion400m_e32,stl10,0.014106068760156631,0.013567491434514523,0.969875
ViT-B-16_laion400m_e32,sun397,0.1142471507191658,0.11424795538187027,0.6781890299397865
ViT-B-16_laion400m_e32,svhn,0.05771903693675995,0.05776233598589897,0.29823835239738977
ViT-B-16_laion400m_e32,voc2007,0.12069660425186157,0.12074021995067596,0.8003745423467293
ViT-B-32_openai,cars,0.061439044773578644,0.061432886868715286,0.598344464824975
ViT-B-32_openai,cifar100,0.1017700731754303,0.10186850279569626,0.6507999999999999
ViT-B-32_openai,clevr_closest_object_distance,0.12164928764104843,0.12161598354578018,0.16104755925230332
ViT-B-32_openai,clevr_count_all,0.07121630012989044,0.07075557857751846,0.2481210538981695
ViT-B-32_openai,country211,0.05527419224381447,0.055269304662942886,0.17213270142180095
ViT-B-32_openai,diabetic_retinopathy,0.15341518819332123,0.1574200689792633,0.22484471862239874
ViT-B-32_openai,dmlab,0.1871018260717392,0.187027245759964,0.16647651729914664
ViT-B-32_openai,dtd,0.05291241407394409,0.051864560693502426,0.4398936170212766
ViT-B-32_openai,eurosat,0.07453992962837219,0.07473572343587875,0.44355667618275074
ViT-B-32_openai,fer2013,0.0629272609949112,0.06260691583156586,0.23159354230546517
ViT-B-32_openai,flowers,0.05832291021943092,0.0545833557844162,0.663390126895789
ViT-B-32_openai,gtsrb,0.11205136775970459,0.11411049962043762,0.3048418414432064
ViT-B-32_openai,kitti_closest_vehicle_distance,0.23475582897663116,0.23268648982048035,0.43312057133018406
ViT-B-32_openai,mnist,0.31793805956840515,0.3214346468448639,0.4784248884584043
ViT-B-32_openai,pcam,0.09387286007404327,0.09135247766971588,0.5424288216196458
ViT-B-32_openai,pets,0.04968509078025818,0.047930244356393814,0.8716838020889749
ViT-B-32_openai,renderedsst2,0.037398919463157654,0.03536376729607582,0.5856746858896416
ViT-B-32_openai,resisc45,0.05009518563747406,0.052017942070961,0.6031430317434286
ViT-B-32_openai,stl10,0.02715120278298855,0.02717738226056099,0.9712500000000001
ViT-B-32_openai,sun397,0.04070693254470825,0.04040040820837021,0.6312867183909986
ViT-B-32_openai,svhn,0.02738763578236103,0.03420267999172211,0.1654518702141325
ViT-B-32_openai,voc2007,0.05102846398949623,0.049931786954402924,0.8034206498714829
ViT-H-14_laion2b_s32b_b79k,cars,0.010789737105369568,0.008438225835561752,0.9355907584472456
ViT-H-14_laion2b_s32b_b79k,cifar100,0.05603974312543869,0.05605956166982651,0.8523000000000002
